"bpid","chnname","korname","family_clan","birth","death","plastic"
"G002+AKS-KHF_12BC15B824FFFFU9999X0","朴旅","박여","춘천(春川)",,,"silver"
"G002+AKS-KHF_12BC30AC15FFFFU9999X0","裵杠","배강","흥해(興海)",,,"silver"
"G002+AKS-KHF_12AE40C0C1FFFFU9999X1","金湘","김상","강릉(江陵)",,,"silver"
"G002+AKS-KHF_13C720B9F9C190U9999X0","柳孟孫","유맹손","문화(文化)",,,"silver"
"G002+AKS-KHF_13AE40C2E0BBFCU9999X0","金新民","김신민","경주(慶州)",,,"silver"
"G002+AKS-KHF_13AE40C885C11DB1423X0","金宗碩","김종석","선산(善山)",1423,1460,"silver"
"G002+AKS-KHF_13BC15C900C138B1656X0","朴準世","박준세","밀양(密陽)",1656,,"silver"
"G002+AKS-KHF_12D5C8C120FFFFU9999X0","許譔","허선","김해(金海)",,,"silver"
"G002+AKS-KHF_13BB38C5ECB155U9999X0","文汝寧","문여영","남평(南平)",,,"silver"
"G002+AKS-KHF_13C720D6A8D1B5U9999X0","兪孝通","유효통","기계(杞溪)",,,"silver"
"G002+AKS-KHF_13AE40C7A5CD98U9999X0","金長春","김장춘","상산(商山)",,,"silver"
"G002+AKS-KHF_13CD5CB9CCB9ACD1445X0","崔萬理","최만이","해주(海州)",,1451,"silver"
"G002+AKS-KHF_13C815C778C9C0B1396X0","鄭麟趾","정인지","하동(河東)",1396,1478,"silver"
"G002+AKS-KHF_13AE40D6A8C815B1383X0","金孝貞","김효정","선산(善山)",1383,,"silver"
"G002+AKS-KHF_13AD8CADF9D734B1608X0","權克休","권극휴","안동(安東)",1608,,"silver"
"G002+AKS-KHF_13AE40C548C0DDU9999X0","金安生","김안생","선산(善山)",,,"silver"
"G002+AKS-KHF_13C774D6A8C9C0U9999X0","李孝之","이효지","양성(陽城)",,,"silver"
"G002+AKS-KHF_13ACE0B4DDC885U9999X0","高得宗","고득종","제주(濟州)",,,"silver"
"G002+AKS-KHF_13BC15C911B9BCD1456X0","朴仲林","박중임","순천(順天)",,1456,"silver"
"G002+AKS-KHF_13C774C99DBB38U9999X0","李曾門","이증문","덕산(德山)",,,"silver"
"G002+AKS-KHF_13C774C775D68CB1735X0","李益恢","이익회","전주(全州)",1735,,"silver"
"G002+AKS-KHF_13C774C885AC80U9999X0","李宗儉","이종검","영천(永川)",,,"silver"
"G002+AKS-KHF_13C774ACB8D658B1739X0","李謙煥","이겸환","전주(全州)",1739,,"silver"
"G002+AKS-KHF_13C5B4D6A8CCA8B1405X0","魚孝瞻","어효첨","함종(咸從)",1405,1475,"silver"
"G002+AKS-KHF_13C774C6B4C900U9999X0","李云俊","이운준","흥양(興陽)",,,"silver"
"G002+AKS-KHF_13C6B0D6A8AC15U9999X0","禹孝剛","우효강","단양(丹陽)",,,"silver"
"G002+AKS-KHF_13ACE0B355C218U9999X0","高德秀","고덕수","제주(濟州)",,,"silver"
"G002+AKS-KHF_12C724BA74FFFFU9999X0","尹沔","윤면","해평(海平)",,,"silver"
"G002+AKS-KHF_13C190C870C11CU9999X0","孫肇瑞","손조서","안동(安東)",,,"silver"
"G002+AKS-KHF_13C591C218C0ACU9999X0","楊守泗","양수사","중화(中和)",,,"silver"
"G002+AKS-KHF_13BC15C6D0CDA9U9999X1","朴元忠","박원충","밀양(密陽)",,,"silver"
"G002+AKS-KHF_12C815C2DDFFFFB1407X0","鄭軾","정식","나주(羅州)",1407,1467,"silver"
"G002+AKS-KHF_13C774ACC4C120U9999X0","李繼善","이계선","경주(慶州)",,,"silver"
"G002+AKS-KHF_13C774C885ACB8U9999X0","李宗謙","이종겸","영천(永川)",,,"silver"
"G002+AKS-KHF_13C870C11DBB38B1413X0","曺錫文","조석문","창녕(昌寧)",1413,1477,"silver"
"G002+AKS-KHF_13BC15C790C624U9999X0","朴自悟","박자오","죽산(竹山)",,,"silver"
"G002+AKS-KHF_13C6D0D6A8C5F0D1466X0","元孝然","원효연","원주(原州)",,1466,"silver"
"G002+AKS-KHF_13C774C0ACACC4B1404X0","李師季","이사계","덕산(德山)",1404,,"silver"
"G002+AKS-KHF_13C774C601C11CD1450X0","李永瑞","이영서","평창(平昌)",,1450,"silver"
"G002+AKS-KHF_13AE40C911C190U9999X1","金仲孫","김중손","순천(順天)",,,"silver"
"G002+AKS-KHF_12C815C124FFFFU9999X0","鄭枻","정설","청주(淸州)",,,"silver"
"G002+AKS-KHF_13C724C0ACC724B1409X0","尹士昀","윤사윤","파평(坡平)",1409,1461,"silver"
"G002+AKS-KHF_13C9C4C0C1D64DB1569X0","秦尙弘","진상홍","풍기(豊基)",1569,,"silver"
"G002+AKS-KHF_13AD6CCE58AD00B1406X0","具致寬","구치관","능성(綾城)",1406,1470,"silver"
"G002+AKS-KHF_13AE40D55CACC4B1414X0","金漢啓","김한계","의성(義城)",1414,1461,"silver"
"G002+AKS-KHF_13C815C9C0B144B1395X0","鄭知年","정지연","경주(慶州)",1395,1462,"silver"
"G002+AKS-KHF_12AE40D655FFFFU9999X1","金確","김확","경주(慶州)",,,"silver"
"G002+AKS-KHF_12C11CADFCFFFFU9999X0","徐赾","서근","이천(利川)",,,"silver"
"G002+AKS-KHF_13C815CE58C18CU9999X0","鄭致韶","정치소","영일(迎日)",,,"silver"
"G002+AKS-KHF_13BC15ACC4AE08U9999X0","朴繼金","박계금","음성(陰城)",,,"silver"
"G002+AKS-KHF_13C720C790BE48U9999X0","柳自濱","유자빈","진주(晉州[土])",,,"silver"
"G002+AKS-KHF_13BB38C1A1C790U9999X0","文松子","문송자","남평(南平)",,,"silver"
"G002+AKS-KHF_12C591C21CFFFFU9999X0","楊洵","양순","청주(淸州)",,,"silver"
"G002+AKS-KHF_13C870BCC0C548U9999X0","曺變安","조변안","창녕(昌寧)",,1473,"silver"
"G002+AKS-KHF_12C774D718FFFFD1456X0","李徽","이휘","양성(陽城)",,1456,"silver"
"G002+AKS-KHF_13C815D6A8C0C1B1432X0","鄭孝常","정효상","경주(慶州)",1432,1481,"silver"
"G002+AKS-KHF_13C548C644ACBDD1453X0","安完慶","안완경","광주(廣州)",,1453,"silver"
"G002+AKS-KHF_12AE40C99DFFFFU9999X0","金潧","김증","예안(禮安)",,,"silver"
"G002+AKS-KHF_12C724AE30FFFFU9999X0","尹耆","윤기","파평(坡平)",,,"silver"
"G002+AKS-KHF_13C774C81CB2F4B1687X0","李齊聃","이제담","전주(全州)",1687,,"silver"
"G002+AKS-KHF_12C774B450FFFFB1449X0","李杜","이두","전의(全義)",1449,1484,"silver"
"G002+AKS-KHF_13C870C720C2E0U9999X0","趙由信","조유신","평양(平壤)",,,"silver"
"G002+AKS-KHF_12D5C8D6C4FFFFD1453X0","許詡","허후","하양(河陽)",1398,1453,"silver"
"G002+AKS-KHF_13C720C758C190B1398X0","柳義孫","유의손","전주(全州)",1398,1450,"silver"
"G002+AKS-KHF_13C1A1C885C5B5B1854X0","宋鍾億","송종억","은진(恩津)",1854,,"silver"
"G002+AKS-KHF_13C774C815C6D0U9999X0","李貞元","이정원","광주(廣州)",,,"silver"
"G002+AKS-KHF_13C774ACC4C190B1419X0","李季孫","이계손","전의(全義)",1419,1484,"silver"
"G002+AKS-KHF_13BC15ACF5C21CU9999X0","朴恭順","박공순","고령(高靈)",,,"silver"
"G002+AKS-KHF_13BC15C911C2E0U9999X0","朴仲信","박중신","강릉(江陵)",,,"silver"
"G002+AKS-KHF_12C815CC3DFFFFD1463X0","鄭昌","정창","초계(草溪)",,1463,"silver"
"G002+AKS-KHF_13C774AD11C804U9999X0","李光前","이광전","합천(陜川)",,,"silver"
"G002+AKS-KHF_13AE40C9C4C190B1407X0","金震孫","김진손","김해(金海)",1407,1449,"silver"
"G002+AKS-KHF_13AE40C11CC9C4U9999X0","金瑞陳","김서진","풍산(豊山)",,,"silver"
"G002+AKS-KHF_12C724BC30FFFFU9999X0","尹培","윤배","파평(坡平)",,,"silver"
"G002+AKS-KHF_13D669D6A8C6D0B1414X0","黃孝源","황효원","상주(尙州)",1414,1481,"silver"
"G002+AKS-KHF_13CC44C784C18CB1402X0","蔡任紹","채임소","인천(仁川)",1402,,"silver"
"G002+AKS-KHF_13C870C6D0ACBDU9999X0","趙元卿","조원경","임천(林川)",,,"silver"
"G002+AKS-KHF_12C720ACE1FFFFB1415X0","柳轂","유곡","문화(文化)",1415,,"silver"
"G002+AKS-KHF_13AE40D68CC870B1721X0","金會祚","김회조","김해(金海)",1721,,"silver"
"G002+AKS-KHF_13D669C758D5CCD1454X0","黃義軒","황의헌","창원(昌原)",,1454,"silver"
"G002+AKS-KHF_13ACE0B355CE6DU9999X0","高德稱","고덕칭","제주(濟州)",,,"silver"
"G002+AKS-KHF_13AE40BA85C911U9999X0","金命重","김명중","의성(義城)",,,"silver"
"G002+AKS-KHF_13C774AD50C5F0B1413X0","李皎然","이교연","고성(固城)",1413,1475,"silver"
"G002+AKS-KHF_12AD8CC9C0FFFFU9999X0","權至","권지","안동(安東)",,,"silver"
"G002+AKS-KHF_13AC15D6A8BB38D1467X0","康孝文","강효문","신천(信川)",,1467,"silver"
"G002+AKS-KHF_13C774C778C804U9999X0","李仁全","이인전","전의(全義)",,,"silver"
"G002+AKS-KHF_12BBFCC624FFFFB1411X0","閔悟","민오","여흥(驪興)",1411,,"silver"
"G002+AKS-KHF_12CD5CC815FFFFU9999X2","崔釘","최정","경주(慶州)",,,"silver"
"G002+AKS-KHF_13BC15CC2CC870B1399X0","朴纘祖","박찬조","밀양(密陽)",1399,,"silver"
"G002+AKS-KHF_13C774BB3CBBFCU9999X0","李勿敏","이물민","경주(慶州)",,,"silver"
"G002+AKS-KHF_13C815C2E0C11DU9999X0","鄭臣碩","정신석","영일(迎日)",,,"silver"
"G002+AKS-KHF_13CD5CD55CD6C4U9999X0","崔漢候","최한후","화순(和順)",,,"silver"
"G002+AKS-KHF_13AE08C774C601U9999X0","琴以詠","금이영","봉화(奉化)",,,"silver"
"G002+AKS-KHF_13C774C11DD615B1415X0","李石亨","이석형","연안(延安)",1415,1477,"silver"
"G002+AKS-KHF_13BC30D6A8C22DU9999X0","裵孝崇","배효숭","흥해(興海)",,,"silver"
"G002+AKS-KHF_13C774ACC4C804B1414X0","李季專","이계전","벽진(碧珍)",1414,1484,"silver"
"G002+AKS-KHF_12D669C219FFFFU9999X0","黃淑","황숙","창원(昌原)",,,"silver"
"G002+AKS-KHF_13D558D6A8BB38U9999X0","河孝文","하효문","진양(晉陽)",,,"silver"
"G002+AKS-KHF_13C774BB38D615D1466X0","李文炯","이문형","경주(慶州)",,1466,"silver"
"G002+AKS-KHF_13C774C724C778B1415X0","李尹仁","이윤인","경주(慶州)",1415,1471,"silver"
"G002+AKS-KHF_13AD8CC548C138U9999X0","權安世","권안세","안동(安東)",,,"silver"
"G002+AKS-KHF_13C724D76CC190D1522X0","尹喜孫","윤희손","파평(坡平)",,1522,"silver"
"G002+AKS-KHF_13C815C608C190U9999X0","丁禮孫","정예손","영성(靈城)",1432,,"silver"
"G002+AKS-KHF_13AE40ACBDC190U9999X0","金慶孫","김경손","상산(商山)",,,"silver"
"G002+AKS-KHF_13C720C131C6D0D1456X0","柳誠源","유성원","문화(文化)",,1456,"silver"
"G002+AKS-KHF_12BBFCC815FFFFU9999X0","閔貞","민정","여흥(驪興)",,,"silver"
"G002+AKS-KHF_12C6D0C601FFFFU9999X0","元穎","원영","원주(原州)",,,"silver"
"G002+AKS-KHF_12CD5CD56DFFFFB1409X0","崔恒","최항","삭녕(朔寧)",1409,1474,"silver"
"G002+AKS-KHF_12AE08ACE4FFFFU9999X0","琴崑","금곤","봉화(奉化)",,,"silver"
"G002+AKS-KHF_13C720C790D669D1467X0","柳子晃","유자황","영광(靈光)",,1467,"silver"
"G002+AKS-KHF_13C774C57DB3D9B1416X0","李約東","이약동","벽진(碧珍)",1416,1493,"silver"
"G002+AKS-KHF_12AD8CB78CFFFFB1416X0","權擥","권남","안동(安東)",1416,1465,"silver"
"G002+AKS-KHF_13C774C724C190U9999X0","李尹孫","이윤손","성주(星州)",,,"silver"
"G002+AKS-KHF_12AD8CAC1CFFFFD1468X0","權愷","권개","안동(安東)",,1468,"silver"
"G002+AKS-KHF_12AE40C6A9FFFFU9999X3","金勇","김용","김해(金海)",,,"silver"
"G002+AKS-KHF_12AD8CB95CFFFFB1415X0","權綸","권윤","안동(安東)",1415,1493,"silver"
"G002+AKS-KHF_13C774C2DCC6D0B1410X0","李始元","이시원","광산(光山)",1410,1471,"silver"
"G002+AKS-KHF_13C815C885C8FCU9999X0","鄭宗周","정종주","동래(東萊)",,,"silver"
"G002+AKS-KHF_13AD8CC131AD6CB1642X0","權聖矩","권성구","안동(安東)",1642,1708,"silver"
"G002+AKS-KHF_13C815C218CDA9B1401X0","鄭守忠","정수충","하동(河東)",1401,1460,"silver"
"G002+AKS-KHF_13C870C219C885U9999X0","趙叔宗","조숙종","평양(平壤)",,,"silver"
"G002+AKS-KHF_13C1A1C6D0CC3DU9999X0","宋元昌","송원창","덕산(德山)",,,"silver"
"G002+AKS-KHF_13ACE0D0DCD544U9999X0","高台弼","고태필","제주(濟州)",,,"silver"
"G002+AKS-KHF_13C2E0C758ACBDU9999X0","辛義卿","신의경","영산(靈山)",,,"silver"
"G002+AKS-KHF_13AD6CB2ECCDA9U9999X0","具達忠","구달충","능성(綾城)",,,"silver"
"G002+AKS-KHF_13C6D0D6A8B834U9999X0","元孝廉","원효염","원주(原州)",,,"silver"
"G002+AKS-KHF_13C720C790BBF8U9999X0","柳自湄","유자미","문화(文化)",,,"silver"
"G002+AKS-KHF_12C870C6B1FFFFB1432X0","趙昱","조욱","함안(咸安)",1432,,"silver"
"G002+AKS-KHF_13C774C22DC6D0B1428X0","李崇元","이숭원","연안(延安)",1428,1491,"silver"
"G002+AKS-KHF_12AE40AD00FFFFB1424X0","金瓘","김관","언양(彦陽)",1424,1485,"silver"
"G002+AKS-KHF_12C190AD00FFFFU9999X0","孫瓘","손관","밀양(密陽)",,,"silver"
"G002+AKS-KHF_12C131AC04FFFFB1427X0","成侃","성간","창녕(昌寧)",1427,1456,"silver"
"G002+AKS-KHF_13AD8CC774ACBDU9999X0","權以經","권이경","안동(安東)",,,"silver"
"G002+AKS-KHF_12C720C9C0FFFFU9999X2","柳輊","유지","문화(文化)",,1499,"silver"
"G002+AKS-KHF_13AE40C774C6A9U9999X0","金利用","김이용","상산(商山)",,,"silver"
"G002+AKS-KHF_13C815C724D654D1453X0","鄭允和","정윤화","영일(迎日)",,1453,"silver"
"G002+AKS-KHF_13C815C625ACBDB1416X0","鄭沃卿","정옥경","청주(淸州)",1416,1468,"silver"
"G002+AKS-KHF_12C870BE48FFFFU9999X1","趙鑌","조빈","배천(白川)",,,"silver"
"G002+AKS-KHF_13C1A1ADF9CC3DB1431X0","宋克昌","송극창","여산(礪山)",1431,1476,"silver"
"G002+AKS-KHF_13C774C8FCC190U9999X0","李周孫","이주손","옹진(甕津)",,,"silver"
"G002+AKS-KHF_13D604C11DADDCB1430X0","玄錫圭","현석규","창원(昌原)",1430,1480,"silver"
"G002+AKS-KHF_13C2E0B9D0C8FCB1439X0","申末舟","신말주","고령(高靈)",1439,1503,"silver"
"G002+AKS-KHF_13C774C720C778D1492X0","李有仁","이유인","경주(慶州)",,1492,"silver"
"G002+AKS-KHF_12C190C6B1FFFFU9999X0","孫旭","손욱","경주(慶州)",,,"silver"
"G002+AKS-KHF_13CD5CD55CBCF4U9999X0","崔漢輔","최한보","화순(和順)",,,"silver"
"G002+AKS-KHF_13AE40C758BABDU9999X0","金義蒙","김의몽","광산(光山)",,,"silver"
"G002+AKS-KHF_12C720AD8CFFFFU9999X0","柳睠","유권","문화(文化)",,,"silver"
"G002+AKS-KHF_13C774D568C7A5B1410X0","李諴長","이함장","전의(全義)",1410,1467,"silver"
"G002+AKS-KHF_13AE40C2B9ACBDB1430X0","金升卿","김승경","경주(慶州)",1430,1493,"silver"
"G002+AKS-KHF_13C804C775D76CB1598X0","全益禧","전익희","옥천(沃川)",1598,1659,"silver"
"G002+AKS-KHF_13D64DC11DBCF4U9999X0","洪碩輔","홍석보","남양(南陽[唐])",,,"silver"
"G002+AKS-KHF_13C774D6A8C7A5B1412X0","李孝長","이효장","전의(全義)",1412,1463,"silver"
"G002+AKS-KHF_13C190C21CD6A8B1427X0","孫舜孝","손순효","평해(平海)",1427,1497,"silver"
"G002+AKS-KHF_13CD5CC790BE48U9999X1","崔自濱","최자빈","화순(和順)",,,"silver"
"G002+AKS-KHF_13C6D0C591BCF4U9999X0","元良輔","원양보","원주(原州)",,,"silver"
"G002+AKS-KHF_13AE40C11CD615U9999X0","金瑞亨","김서형","안동(安東[舊])",,,"silver"
"G002+AKS-KHF_13C774AC1CBCF4U9999X0","李介甫","이개보","용인(龍仁)",,,"silver"
"G002+AKS-KHF_13ACE0D0DCC815U9999X0","高台鼎","고태정","제주(濟州)",,,"silver"
"G002+AKS-KHF_13C720C778B85CU9999X0","柳仁老","유인노","진주(晉州[土])",,,"silver"
"G002+AKS-KHF_13BC15C548C131U9999X0","朴安性","박안성","죽산(竹山)",,,"silver"
"G002+AKS-KHF_13C870C5F0D558U9999X0","曺兗河","조연하","창녕(昌寧)",,,"silver"
"G002+AKS-KHF_12C131C900FFFFB1436X0","成俊","성준","창녕(昌寧)",1436,1504,"silver"
"G002+AKS-KHF_12BBFCC218FFFFU9999X0","閔粹","민수","여흥(驪興)",,,"silver"
"G002+AKS-KHF_12C190C18CFFFFB1433X0","孫昭","손소","경주(慶州)",1433,1484,"silver"
"G002+AKS-KHF_13CD5CCCA0AD00U9999X0","崔哲寬","최철관","삭녕(朔寧)",,,"silver"
"G002+AKS-KHF_13AE40C591C2E0B1420X0","金良臣","김양신","연안(延安)",1420,,"silver"
"G002+AKS-KHF_13AE40C885C9C1B1431X0","金宗直","김종직","선산(善山)",1431,1492,"silver"
"G002+AKS-KHF_13AE40C21CC131U9999X0","金順誠","김순성","광산(光山)",,,"silver"
"G002+AKS-KHF_13C11CC724C9C0U9999X0","徐允志","서윤지","이천(利川)",,,"silver"
"G002+AKS-KHF_13C7A5C751C131B1449X0","張應星","장응성","창녕(昌寧)",1449,,"silver"
"G002+AKS-KHF_13C815C790AE09B1423X0","丁子伋","정자급","나주(羅州)",1423,1487,"silver"
"G002+AKS-KHF_12ACBDC900FFFFD1489X0","慶俊","경준","청주(淸州)",,1489,"silver"
"G002+AKS-KHF_12AE40C900FFFFU9999X0","金嶟","김준","연안(延安)",,,"silver"
"G002+AKS-KHF_12AE40C2E0FFFFU9999X0","金新","김신","예안(禮安)",,,"silver"
"G002+AKS-KHF_13C774C131ADDCB1732X0","李聖圭","이성규","전주(全州)",1732,1799,"silver"
"G002+AKS-KHF_13AC15C548C911U9999X0","姜安重","강안중","진주(晉州)",,1465,"silver"
"G002+AKS-KHF_12C774C751FFFFD1520X0","李膺","이응","원주(原州[舊])",,1520,"silver"
"G002+AKS-KHF_13AE40D559AE30B1414X0","金學起","김학기","공주(公州)",1414,1488,"silver"
"G002+AKS-KHF_13AD6CB2ECC190U9999X0","丘達孫","구달손","평해(平海)",,,"silver"
"G002+AKS-KHF_12C11CB3C4FFFFU9999X0","徐渡","서도","달성(達城)",,,"silver"
"G002+AKS-KHF_13D55CC0C1D559B1862X0","韓相鶴","한상학","청주(淸州)",1862,,"silver"
"G002+AKS-KHF_12C815D718FFFFB1435X0","鄭徽","정휘","동래(東萊)",1435,,"silver"
"G002+AKS-KHF_13BCC0D76CB9ACU9999X0","邊希孝","변희효","원주(原州)",,,"silver"
"G002+AKS-KHF_12CD5CC720FFFFU9999X3","崔濡","최유","전주(全州)",,,"silver"
"G002+AKS-KHF_13AE40CE58C6B4U9999X1","金致運","김치운","경주(慶州)",,,"silver"
"G002+AKS-KHF_13BC15D6A8C6D0U9999X0","朴孝元","박효원","비안(比安)",,,"silver"
"G002+AKS-KHF_13BCF5C2B9C815U9999X0","卜承貞","복승정","면천(沔川)",,,"silver"
"G002+AKS-KHF_13BC15C548BD80U9999X0","朴安阜","박안부","함양(咸陽)",,,"silver"
"G002+AKS-KHF_13AC15BB38D68CB1433X0","姜文會","강문회","진주(晉州)",1433,1499,"silver"
"G002+AKS-KHF_13BC29ADC0C6D0D1469X0","房貴元","방귀원","남양(南陽)",,1469,"silver"
"G002+AKS-KHF_13C870C138C120B1705X0","趙世選","조세선","한양(漢陽)",1705,,"silver"
"G002+AKS-KHF_12AD8CC5F4FFFFU9999X0","權挒","권열","안동(安東)",,,"silver"
"G002+AKS-KHF_13C870C6D0C0C1U9999X0","趙元常","조원상","한양(漢陽)",,,"silver"
"G002+AKS-KHF_13AD8CBBFCC911U9999X0","權敏中","권민중","안동(安東)",,,"silver"
"G002+AKS-KHF_13CD5CC0ACB85CU9999X0","崔元老","최원노","화순(和順)",,,"silver"
"G002+AKS-KHF_13AD8CACC4D76CU9999X0","權季禧","권계희","안동(安東)",,,"silver"
"G002+AKS-KHF_13C870C775C815B1436X0","趙益貞","조익정","풍양(豊壤)",1436,1498,"silver"
"G002+AKS-KHF_13AD6CC219C190U9999X0","丘夙孫","구숙손","평해(平海)",,,"silver"
"G002+AKS-KHF_13AE40C7A5B20CU9999X0","金長訥","김장눌","선산(善山)",,,"silver"
"G002+AKS-KHF_13BC15C219CC3DU9999X0","朴叔暢","박숙창","음성(陰城)",,,"silver"
"G002+AKS-KHF_13C815CDA9C6D0U9999X0","鄭忠源","정충원","온양(溫陽)",,,"silver"
"G002+AKS-KHF_13C9C0B2ECD558U9999X0","池達河","지달하","충주(忠州)",,,"silver"
"G002+AKS-KHF_12C870D3C9FFFFU9999X0","趙枰","조평","배천(白川)",,,"silver"
"G002+AKS-KHF_13C774C2B9B155U9999X0","李承寧","이승영","우봉(牛峰)",,,"silver"
"G002+AKS-KHF_13D604B4DDB9ACU9999X0","玄得利","현득이","성주(星州)",,,"silver"
"G002+AKS-KHF_13C6D0B9F9AC15U9999X0","元孟康","원맹강","원주(原州)",,,"silver"
"G002+AKS-KHF_12C774AC10FFFFU9999X0","李堪","이감","경주(慶州)",,,"silver"
"G002+AKS-KHF_12AE40B274FFFFB1436X0","金紐","김유","안동(安東[舊])",1436,1490,"silver"
"G002+AKS-KHF_13AE40C911C5F0U9999X0","金仲演","김중연","안동(安東[舊])",,,"silver"
"G002+AKS-KHF_12C774C9D1FFFFU9999X0","李緝","이집","우봉(牛峰)",,,"silver"
"G002+AKS-KHF_13C131C724BB38U9999X0","成允文","성윤문","창녕(昌寧)",,,"silver"
"G002+AKS-KHF_13CD5CC601B9B0U9999X0","崔永潾","최영인","삭녕(朔寧)",,,"silver"
"G002+AKS-KHF_13C720C790BD84U9999X0","柳自汾","유자분","진주(晉州[土])",,,"silver"
"G002+AKS-KHF_12C591BA74FFFFB1444X0","楊沔","양면","청주(淸州)",1444,1500,"silver"
"G002+AKS-KHF_13AE40ACC4CC3DD1481X0","金季昌","김계창","창원(昌原)",,1481,"silver"
"G002+AKS-KHF_13AE40BCF5D734B1724X0","金復休","김복휴","청풍(淸風)",1724,,"silver"
"G002+AKS-KHF_12C190CC3DFFFFB1438X0","孫昌","손창","밀양(密陽)",1438,1489,"silver"
"G002+AKS-KHF_12C720C21CFFFFB1441X0","柳洵","유순","문화(文化)",1441,1517,"silver"
"G002+AKS-KHF_13C720D6A8C7A5U9999X0","柳孝章","유효장","문화(文化)",,,"silver"
"G002+AKS-KHF_13C774B9F9D604B1436X0","李孟賢","이맹현","재령(載寧)",1436,1487,"silver"
"G002+AKS-KHF_13ACFDC6A9C81CB1736X0","郭龍濟","곽용제","청주(淸州)",1736,,"silver"
"G002+AKS-KHF_12AE40D654FFFFU9999X0","金澕","김화","영동(永同)",,,"silver"
"G002+AKS-KHF_13AE40D55CCCA0U9999X0","金漢哲","김한철","의성(義城)",,,"silver"
"G002+AKS-KHF_13AE40C9C1C190B1437X0","金直孫","김직손","부령(扶寧)",1437,1493,"silver"
"G002+AKS-KHF_13C2E0C2B9C120B1436X0","愼承善","신승선","거창(居昌)",1436,1502,"silver"
"G002+AKS-KHF_13D55CB9CCB839U9999X0","韓萬齡","한만영","한양(漢陽)",,,"silver"
"G002+AKS-KHF_13C815ACBDC870B1739X0","鄭景祚","정경조","해주(海州)",1739,,"silver"
"G002+AKS-KHF_13AE40C218C628B1409X0","金守溫","김수온","영동(永同)",1409,1481,"silver"
"G002+AKS-KHF_12BC15ACACFFFFU9999X0","朴堅","박견","밀양(密陽)",,,"silver"
"G002+AKS-KHF_13C815D604C870B1440X0","鄭顯祖","정현조","하동(河東)",1440,1504,"silver"
"G002+AKS-KHF_12C774C608FFFFB1419X0","李芮","이예","양성(陽城)",1419,1480,"silver"
"G002+AKS-KHF_13C784C6D0C900B1423X0","任元濬","임원준","풍천(豊川)",1423,1500,"silver"
"G002+AKS-KHF_12C720C0C1FFFFU9999X0","柳常","유상","문화(文化)",,,"silver"
"G002+AKS-KHF_12C724C120FFFFU9999X0","尹璇","윤선","파평(坡平)",,,"plastic"
"G002+AKS-KHF_13C815B09CC885B1433X0","鄭蘭宗","정난종","동래(東萊)",1433,1489,"silver"
"G002+AKS-KHF_13B178C0ACC2E0B1427X0","盧思愼","노사신","교하(交河)",1427,1498,"silver"
"G002+AKS-KHF_12C774B959FFFFB1438X0","李陸","이육","고성(固城)",1438,1498,"silver"
"G002+AKS-KHF_13C720C591CD98U9999X0","柳陽春","유양춘","풍산(豊山)",,,"silver"
"G002+AKS-KHF_12D5C8D669FFFFB1420X0","許葟","허황","양천(陽川)",1420,1516,"silver"
"G002+AKS-KHF_13C774C885C724B1431X0","李從允","이종윤","경주(慶州)",1431,1494,"silver"
"G002+AKS-KHF_13AE40ADF9B274B1436X0","金克忸","김극유","광산(光山)",1436,,"silver"
"G002+AKS-KHF_12AD8CAD6CFFFFU9999X0","權懼","권구","안동(安東)",,,"silver"
"G002+AKS-KHF_12C190ACE0FFFFU9999X0","孫顧","손고","밀양(密陽)",,,"silver"
"G002+AKS-KHF_13C774C138C601D1510X0","李世英","이세영","양성(陽城)",,1510,"silver"
"G002+AKS-KHF_12AE40C885FFFFU9999X1","金悰","김종","강릉(江陵)",,,"silver"
"G002+AKS-KHF_12C774B798FFFFU9999X0","李徠","이내","전주(全州)",,,"silver"
"G002+AKS-KHF_13D669C724D615U9999X0","黃允亨","황윤형","평해(平海)",,,"silver"
"G002+AKS-KHF_13AE40C591C120B1585X0","金揚善","김양선","선산(善山)",1585,,"silver"
"G002+AKS-KHF_12AE40AD34FFFFB1450X0","金塊","김괴","영광(靈光)",1450,1482,"silver"
"G002+AKS-KHF_13C774C885D638U9999X1","李宗顥","이종호","부평(富平)",,,"silver"
"G002+AKS-KHF_13D64DC790C544U9999X0","洪自阿","홍자아","남양(南陽[唐])",,,"silver"
"G002+AKS-KHF_13BC15C0ACB3D9U9999X0","朴思東","박사동","밀양(密陽)",,,"silver"
"G002+AKS-KHF_13C591C790C720U9999X0","楊子由","양자유","남원(南原)",,,"silver"
"G002+AKS-KHF_12C815C808FFFFU9999X1","鄭晣","정절","광주(光州)",,,"silver"
"G002+AKS-KHF_12ACFDC740FFFFU9999X0","郭垠","곽은","선산(善山)",,,"silver"
"G002+AKS-KHF_13C1A1C21CB144U9999X0","宋順年","송순연","은진(恩津)",,,"silver"
"G002+AKS-KHF_13CD5CC219ACBDU9999X0","崔淑卿","최숙경","양천(陽川)",,,"silver"
"G002+AKS-KHF_12D5C8CC3DFFFFU9999X0","許菖","허창","양천(陽川)",,,"silver"
"G002+AKS-KHF_13AE40C11DC6D0U9999X0","金錫元","김석원","광산(光山)",,,"silver"
"G002+AKS-KHF_13BC15C2DCD589U9999X0","朴始行","박시행","강릉(江陵)",,,"silver"
