"bpid","chnname","korname","family_clan","birth","death","plastic"
"G002+AKS-KHF_12C2E0C900FFFFB1444X0","申浚","신준","고령(高靈)",1444,1509,"silver"
"G002+AKS-KHF_13C131B2F4B144U9999X0","成聃年","성담연","창녕(昌寧)",,,"silver"
"G002+AKS-KHF_12C624B989FFFFU9999X0","吳凌","오능","함양(咸陽)",,,"silver"
"G002+AKS-KHF_13AE40C758D615U9999X0","金義亨","김의형","강릉(江陵)",,,"silver"
"G002+AKS-KHF_13CC44C11DACBDB1438X0","蔡碩卿","채석경","평강(平康)",1438,1498,"silver"
"G002+AKS-KHF_13AD8CACBDC6B0U9999X0","權景祐","권경우","안동(安東)",1448,1501,"silver"
"G002+AKS-KHF_12C724ACBDFFFFU9999X0","尹耕","윤경","파평(坡平)",,,"silver"
"G002+AKS-KHF_13BC15CC98B95CB1445X0","朴處綸","박처윤","고령(高靈)",1445,1502,"silver"
"G002+AKS-KHF_12C774C190FFFFB1439X0","李蓀","이손","광주(廣州)",1439,1520,"silver"
"G002+AKS-KHF_12CC44C218FFFFB1449X0","蔡壽","채수","인천(仁川)",1449,1515,"silver"
"G002+AKS-KHF_13C548C591C0DDU9999X0","安良生","안양생","충주(忠州)",,,"silver"
"G002+AKS-KHF_13AE40C131ACBDU9999X1","金成慶","김성경","선산(善山)",,,"silver"
"G002+AKS-KHF_12B0A8C81CFFFFU9999X0","南悌","남제","의령(宜寧)",,,"silver"
"G002+AKS-KHF_12C774BC15FFFFU9999X0","李博","이박","고성(固城)",,,"silver"
"G002+AKS-KHF_12BC15C778FFFFU9999X1","朴訒","박인","밀양(密陽)",,,"silver"
"G002+AKS-KHF_12C591D558FFFFU9999X0","梁賀","양하","남원(南原)",,,"silver"
"G002+AKS-KHF_13C724C11DBCF4D1505X0","尹碩輔","윤석보","칠원(漆原)",,1505,"silver"
"G002+AKS-KHF_12C774AC70FFFFD1502X0","李琚","이거","덕수(德水)",,1502,"silver"
"G002+AKS-KHF_12C870C704FFFFB1454X0","曺偉","조위","창녕(昌寧)",1454,1503,"silver"
"G002+AKS-KHF_12C2E0C5C4FFFFU9999X0","申儼","신엄","평산(平山)",,,"silver"
"G002+AKS-KHF_12C6B0C804FFFFU9999X0","禹塡","우전","단양(丹陽)",,,"silver"
"G002+AKS-KHF_13BC15C131AC74B1414X0","朴成乾","박성건","함양(咸陽)",1414,1487,"silver"
"G002+AKS-KHF_13C815C218ACE4B1452X0","丁壽崑","정수곤","나주(羅州)",1452,1486,"silver"
"G002+AKS-KHF_13C720C778D638U9999X0","柳仁濠","유인호","문화(文化)",,,"silver"
"G002+AKS-KHF_13C774ACC4D1B5B1439X0","李季通","이계통","함안(咸安)",1439,1491,"silver"
"G002+AKS-KHF_13C548D33DBA85B1447X0","安彭命","안팽명","광주(廣州)",1447,1492,"silver"
"G002+AKS-KHF_12C2E0D615FFFFB1449X0","申泂","신형","고령(高靈)",1449,,"silver"
"G002+AKS-KHF_12CD5CAD00FFFFU9999X0","崔灌","최관","경주(慶州)",,,"silver"
"G002+AKS-KHF_13C724D589B9ACB1741X0","尹行履","윤행이","남원(南原)",1741,,"plastic"
"G002+AKS-KHF_13AE40C724C2E0U9999X0","金潤身","김윤신","강릉(江陵)",,,"silver"
"G002+AKS-KHF_12AE40D638FFFFU9999X6","金浩","김호","광산(光山)",,,"silver"
"G002+AKS-KHF_13C815C11DACACD1500X0","鄭錫堅","정석견","해주(海州)",,1500,"silver"
"G002+AKS-KHF_13C18CC0ACC2DDU9999X0","蘇斯軾","소사식","진주(晉州)",,,"silver"
"G002+AKS-KHF_13CD5CC744B450U9999X0","崔乙斗","최을두","전주(全州)",,,"silver"
"G002+AKS-KHF_12CD5CC735FFFFU9999X0","崔瀜","최융","경주(慶州)",,,"silver"
"G002+AKS-KHF_13BC15ACC4AC04U9999X0","朴季幹","박계간","고령(高靈)",,,"silver"
"G002+AKS-KHF_13C131C138BA85B1447X0","成世明","성세명","창녕(昌寧)",1447,1510,"silver"
"G002+AKS-KHF_13C774C138AD11U9999X0","李世匡","이세광","광주(廣州)",,,"silver"
"G002+AKS-KHF_13C11CD33DC18CU9999X0","徐彭召","서팽소","대구(大丘)",,,"silver"
"G002+AKS-KHF_12ACFDC2ECFFFFU9999X0","郭諶","곽심","현풍(玄風)",,,"silver"
"G002+AKS-KHF_13AE40C601C815U9999X0","金永貞","김영정","김해(金海)",,,"silver"
"G002+AKS-KHF_13C720C778B3D9U9999X0","柳麟童","유인동","문화(文化)",,,"silver"
"G002+AKS-KHF_12C720CC2CFFFFU9999X0","劉瓚","유찬","금성(金城)",,,"silver"
"G002+AKS-KHF_13D55CC7ACD604B1808X0","韓在絢","한재현","청주(淸州)",1808,,"plastic"
"G002+AKS-KHF_13C548C724C190B1450X0","安潤孫","안윤손","광주(廣州)",1450,1520,"silver"
"G002+AKS-KHF_13BBFCC0C1C548U9999X0","閔祥安","민상안","여흥(驪興)",,,"silver"
"G002+AKS-KHF_13AE08C2DCC870B1584X0","琴是調","금시조","봉화(奉化)",1584,,"silver"
"G002+AKS-KHF_13C774C911D604B1449X0","李仲賢","이중현","재령(載寧)",1449,1508,"silver"
"G002+AKS-KHF_13AE40B9F9C131B1437X0","金孟性","김맹성","해평(海平)",1437,1487,"silver"
"G002+AKS-KHF_13AE40C218C190B1430X0","金首孫","김수손","예안(禮安)",1430,,"silver"
"G002+AKS-KHF_13AD8CACBDC628U9999X0","權敬溫","권경온","안동(安東)",,,"silver"
"G002+AKS-KHF_13C1A1C694B144B1429X0","宋遙年","송요연","은진(恩津)",1429,1499,"silver"
"G002+AKS-KHF_12C815D68CFFFFB1450X0","鄭淮","정회","영일(迎日)",1450,,"silver"
"G002+AKS-KHF_12CD5CC9C4FFFFU9999X0","崔璡","최진","강릉(江陵)",,1520,"silver"
"G002+AKS-KHF_13C870C5F0B355B1739X0","趙衍德","조연덕","배천(白川)",1739,,"silver"
"G002+AKS-KHF_13AC15BC31C9C4D1504X0","康伯珍","강백진","신천(信川)",,1504,"silver"
"G002+AKS-KHF_13C774C138C88CB1445X0","李世佐","이세좌","광주(廣州)",1445,1504,"silver"
"G002+AKS-KHF_13AE40C138C2E0U9999X0","金世臣","김세신","연안(延安)",,,"silver"
"G002+AKS-KHF_12C815C6D0FFFFB1495X0","鄭源","정원","동래(東萊)",1495,1546,"silver"
"G002+AKS-KHF_13C1A1C5F0C885U9999X0","宋連宗","송연종","진천(鎭川)",,,"silver"
"G002+AKS-KHF_12C548B9BCFFFFB1443X0","安琳","안임","순흥(順興)",1443,1493,"silver"
"G002+AKS-KHF_13C815C218AC15B1454X0","丁壽崗","정수강","나주(羅州)",1454,1527,"silver"
"G002+AKS-KHF_13ACFDC885C6D0U9999X0","郭宗元","곽종원","현풍(玄風)",,,"silver"
"G002+AKS-KHF_13C774C218D615B1448X0","李智亨","이지형","함안(咸安)",1448,1504,"silver"
"G002+AKS-KHF_13CD5CC601D638B1457X0","崔永灝","최영호","삭녕(朔寧)",1457,1481,"silver"
"G002+AKS-KHF_13BC15ACB8C7ACB1843X0","朴謙載","박겸재","밀양(密陽)",1843,,"plastic"
"G002+AKS-KHF_12C815B95CFFFFU9999X0","鄭綸","정윤","동래(東萊)",,,"silver"
"G002+AKS-KHF_12C774C810FFFFB1446X0","李坫","이점","광주(廣州)",1446,1522,"silver"
"G002+AKS-KHF_13C591C9C0C190U9999X0","梁芝孫","양지손","남원(南原)",,,"silver"
"G002+AKS-KHF_12AD8CB958FFFFU9999X0","權瑠","권유","안동(安東)",,,"silver"
"G002+AKS-KHF_13AD6CC758AC15B1559X0","具義剛","구의강","능성(綾城)",1559,,"silver"
"G002+AKS-KHF_12AE40C804FFFFB1458X0","金詮","김전","연안(延安)",1458,1523,"silver"
"G002+AKS-KHF_13AE40C218B3D9B1457X0","金壽童","김수동","안동(安東[舊])",1457,1512,"silver"
"G002+AKS-KHF_13C774BABDD544B1507X0","李夢弼","이몽필","전주(全州)",1507,1562,"silver"
"G002+AKS-KHF_13BBFCC0ACAC74B1451X0","閔師騫","민사건","여흥(驪興)",1451,1501,"silver"
"G002+AKS-KHF_13ACE0C5B8ACB8U9999X0","高彦謙","고언겸","개성(開城)",,,"silver"
"G002+AKS-KHF_13C774C2DCBBFCB1701X0","李時敏","이시민","전주(全州)",1701,,"silver"
"G002+AKS-KHF_13D669C0ACD6A8D1495X0","黃事孝","황사효","장수(長水)",,1495,"silver"
"G002+AKS-KHF_13C131C2E0C758U9999X0","成愼義","성신의","창녕(昌寧)",,,"silver"
"G002+AKS-KHF_12AE40B960FFFFD1503X0","金硉","김율","삼척(三陟)",,1503,"silver"
"G002+AKS-KHF_13AD8CACBDD76CB1451X0","權景禧","권경희","안동(安東)",1451,1497,"silver"
"G002+AKS-KHF_13BC30C775C2E0U9999X0","裵益臣","배익신","달성(達城)",,,"silver"
"G002+AKS-KHF_13C1A1C724C885U9999X0","宋胤宗","송윤종","진천(鎭川)",,,"silver"
"G002+AKS-KHF_12C774C9D1FFFFB1438X0","李諿","이집","성주(星州)",1438,1509,"silver"
"G002+AKS-KHF_12BC15ACBDFFFFU9999X1","朴璟","박경","창원(昌原)",,,"silver"
"G002+AKS-KHF_13C815AD11C138B1457X0","鄭光世","정광세","동래(東萊)",1457,1514,"silver"
"G002+AKS-KHF_13AD8CC790D6C4U9999X0","權子厚","권자후","안동(安東)",,,"silver"
"G002+AKS-KHF_13C774C138BC94U9999X0","李世範","이세범","연안(延安)",,,"silver"
"G002+AKS-KHF_13C774C218C5B8B1457X0","李粹彦","이수언","광주(廣州)",1457,1495,"silver"
"G002+AKS-KHF_13AC15AD6CC190B1451X0","姜龜孫","강귀손","진주(晉州)",1451,1505,"silver"
"G002+AKS-KHF_13C1A1C9D5D604B1676X0","宋徵賢","송징현","여산(礪山)",1676,,"silver"
"G002+AKS-KHF_13AE40ADF9C131B1474X0","金克成","김극성","광산(光山)",1474,1540,"silver"
"G002+AKS-KHF_13B0A8C138C8FCB1446X0","南世周","남세주","고성(固城)",1446,1505,"silver"
"G002+AKS-KHF_13C720C778C885U9999X0","柳麟種","유인종","문화(文化)",,,"silver"
"G002+AKS-KHF_13C870C911D718B1445X0","趙仲輝","조중휘","양주(楊州)",1445,1505,"silver"
"G002+AKS-KHF_12C720ACBDFFFFU9999X1","劉璟","유경","금성(金城)",,,"silver"
"G002+AKS-KHF_13C131D76CC99DU9999X0","成希曾","성희증","창녕(昌寧)",,,"silver"
"G002+AKS-KHF_13C774D76CC21CU9999X0","李希舜","이희순","안악(安岳)",,,"silver"
"G002+AKS-KHF_13C774CDA9C21CB1465X0","李世傑","이세걸","장수(長水)",1465,1527,"silver"
"G002+AKS-KHF_12C774D3C9FFFFB1576X0","李坪","이평","우계(羽溪)",1576,,"silver"
"G002+AKS-KHF_13BC15C911AC04U9999X0","朴仲幹","박중간","고령(高靈)",,,"silver"
"G002+AKS-KHF_12CD5CD574FFFFU9999X3","崔瀣","최해","전주(全州)",,,"silver"
"G002+AKS-KHF_13C870C591BB38U9999X0","趙揚門","조양문","평양(平壤)",,,"silver"
"G002+AKS-KHF_12AC15D63CFFFFB1464X0","姜渾","강혼","진주(晉州)",1464,1519,"silver"
"G002+AKS-KHF_13CD5CC5F0C190U9999X0","崔連孫","최연손","전주(全州)",,,"silver"
"G002+AKS-KHF_12C815D658FFFFB1455X0","鄭渙","정환","동래(東萊)",1455,1506,"silver"
"G002+AKS-KHF_12AD8CD638FFFFU9999X2","權顥","권호","안동(安東)",,,"silver"
"G002+AKS-KHF_13C720C778D64DU9999X0","柳仁洪","유인홍","문화(文化)",,,"silver"
"G002+AKS-KHF_13B178B300CD95U9999X0","盧大畜","노대축","영광(靈光)",,,"silver"
"G002+AKS-KHF_13AE40C219C815U9999X2","金淑貞","김숙정","김해(金海)",,,"silver"
"G002+AKS-KHF_13C774C724D615U9999X0","李允亨","이윤형","용인(龍仁)",,,"silver"
"G002+AKS-KHF_13AE40C219D5A5U9999X0","金叔響","김숙향","선산(善山)",,,"silver"
"G002+AKS-KHF_13C2E0C219ADFCU9999X0","申叔根","신숙근","평산(平山)",,,"silver"
"G002+AKS-KHF_13BBFCACBDC775U9999X0","閔景翼","민경익","여흥(驪興)",,,"silver"
"G002+AKS-KHF_12AD8CBE48FFFFU9999X0","權璸","권빈","안동(安東)",,,"silver"
"G002+AKS-KHF_12C2E0AC74FFFFU9999X2","辛健","신건","영산(靈山)",,,"silver"
"G002+AKS-KHF_12C1A1C77CFFFFB1454X0","宋軼","송일","여산(礪山)",1454,1520,"silver"
"G002+AKS-KHF_12AE40BD09FFFFD1512X0","金崶","김봉","연안(延安)",,1512,"silver"
"G002+AKS-KHF_12D5C8CE68FFFFB1444X0","許琛","허침","양천(陽川)",1444,1505,"silver"
"G002+AKS-KHF_12C774C724FFFFB1462X0","李胤","이윤","고성(固城)",1462,,"silver"
"G002+AKS-KHF_13C2E0ACF5C81CB1469X0","申公濟","신공제","고령(高靈)",1469,1536,"silver"
"G002+AKS-KHF_12C774C6B4FFFFU9999X2","李芸","이운","재령(載寧)",,,"silver"
"G002+AKS-KHF_13AE40C0ACACB0U9999X0","金事結","김사결","연안(延安)",,,"silver"
"G002+AKS-KHF_13C774C885C900D1499X0","李宗準","이종준","경주(慶州)",,1499,"silver"
"G002+AKS-KHF_12AE30C800FFFFU9999X0","奇褚","기저","행주(幸州)",,,"silver"
"G002+AKS-KHF_13AD8CACBDC720D1498X0","權景裕","권경유","안동(安東)",,1498,"silver"
"G002+AKS-KHF_13ACFDCC9CAD6CB1589X0","郭天衢","곽천구","현풍(玄風)",1589,1670,"plastic"
"G002+AKS-KHF_13C774B2ECC120B1457X0","李達善","이달선","광산(光山)",1457,1505,"silver"
"G002+AKS-KHF_13C7A5C21CC190B1453X0","張順孫","장순손","인동(仁同[3])",1453,1534,"silver"
"G002+AKS-KHF_13B0A8C138B2F4U9999X0","南世聃","남세담","고성(固城)",,,"silver"
"G002+AKS-KHF_13BC15C0C1B85CB1732X0","朴相老","박상노","반남(潘南)",1732,,"silver"
"G002+AKS-KHF_12BCC0C0C1FFFFU9999X0","邊祥","변상","원주(原州)",,,"silver"
"G002+AKS-KHF_13CD5CC138AC78U9999X0","崔世傑","최세걸","해주(海州)",,,"silver"
"G002+AKS-KHF_13AD8CC624BCF5B1467X0","權五福","권오복","예천(醴泉)",1467,1498,"silver"
"G002+AKS-KHF_13C774C2B9C7A5U9999X0","李承張","이승장","우봉(牛峰)",,,"silver"
"G002+AKS-KHF_13C774C138C778B1452X0","李世仁","이세인","성산(星山)",1452,1516,"silver"
"G002+AKS-KHF_12C6B0C999FFFFU9999X0","禹楫","우즙","단양(丹陽)",,,"silver"
"G002+AKS-KHF_12B0A8B960FFFFB1452X0","南慄","남율","의령(宜寧)",1452,,"silver"
"G002+AKS-KHF_12C9C4C5F0FFFFU9999X0","秦淵","진연","풍기(豊基)",,,"silver"
"G002+AKS-KHF_13BC15C2DCBB38U9999X0","朴始文","박시문","강릉(江陵)",,,"silver"
"G002+AKS-KHF_12C774C0C1FFFFU9999X0","李瑺","이상","재령(載寧)",,,"silver"
"G002+AKS-KHF_13AD8CC218C775B1452X0","權受益","권수익","안동(安東)",1452,,"silver"
"G002+AKS-KHF_13BC15C774AD00U9999X0","朴以寬","박이관","함양(咸陽)",,,"silver"
"G002+AKS-KHF_13C774C218ACF5B1464X0","李守恭","이수공","광주(廣州)",1464,1504,"silver"
"G002+AKS-KHF_13D64DACBDCC3DU9999X0","洪慶昌","홍경창","남양(南陽[唐])",,,"silver"
"G002+AKS-KHF_13C774ACC4BCF5B1458X0","李繼福","이계복","전의(全義)",1458,,"silver"
"G002+AKS-KHF_13C2E0C6A9AC1CB1463X0","申用漑","신용개","고령(高靈)",1463,1519,"silver"
"G002+AKS-KHF_13C784C720ACB8B1456X0","任由謙","임유겸","풍천(豊川)",1456,1527,"silver"
"G002+AKS-KHF_13C815C5ECCC3DB1450X0","鄭汝昌","정여창","하동(河東)",1450,1504,"silver"
"G002+AKS-KHF_13BC15C5B5B144B1455X0","朴億年","박억연","반남(潘南)",1455,1496,"silver"
"G002+AKS-KHF_13BC15D638ACB8U9999X0","朴好謙","박호겸","경주(慶州)",,,"silver"
"G002+AKS-KHF_12C720D5CCFFFFB1462X0","柳軒","유헌","전주(全州)",1462,1506,"silver"
"G002+AKS-KHF_13D64DACBDC815B1571X0","洪景艇","홍경정","남양(南陽[唐])",1571,,"plastic"
"G002+AKS-KHF_13AE40BABDAD8CU9999X0","金夢權","김몽권","강릉(江陵)",,,"silver"
"G002+AKS-KHF_13B0A8AD81CC2CU9999X0","南宮璨","남궁찬","함열(咸悅)",,,"silver"
"G002+AKS-KHF_13C1A1CC9CD76CD1520X0","宋千喜","송천희","여산(礪山)",,1520,"silver"
"G002+AKS-KHF_13C815ACBDB2ECB1542X0","丁景達","정경달","영성(靈城)",1542,,"silver"
"G002+AKS-KHF_13D669C131CC3DU9999X0","黃誠昌","황성창","장수(長水)",,,"silver"
"G002+AKS-KHF_13C720C22DC870B1452X0","柳崇祖","유숭조","전주(全州)",1452,1512,"silver"
"G002+AKS-KHF_13C131C138C815B1460X0","成世貞","성세정","창녕(昌寧)",1460,,"silver"
"G002+AKS-KHF_12D64DC9C8FFFFU9999X0","洪侄","홍질","남양(南陽[唐])",,,"silver"
"G002+AKS-KHF_13B0A8C9C4BB38U9999X0","南振門","남진문","의령(宜寧)",,,"silver"
"G002+AKS-KHF_13C190C911B3C8B1463X0","孫仲暾","손중돈","경주(慶州)",1463,1529,"silver"
"G002+AKS-KHF_13C720D33DC11DU9999X0","柳彭碩","유팽석","문화(文化)",,,"silver"
"G002+AKS-KHF_13C815C778ACB8B1458X0","鄭仁謙","정인겸","동래(東萊)",1458,1525,"silver"
"G002+AKS-KHF_13C815AD11D544B1462X0","鄭光弼","정광필","동래(東萊)",1462,1538,"silver"
"G002+AKS-KHF_13C815C8FCC0DDU9999X0","鄭周生","정주생","진양(晉陽)",,,"plastic"
"G002+AKS-KHF_12C815C218FFFFU9999X1","鄭洙","정수","영일(迎日)",,,"silver"
"G002+AKS-KHF_12AC15D615FFFFB1451X0","姜詗","강형","진주(晉州)",1451,1504,"silver"
"G002+AKS-KHF_12C774ACFCFFFFB1475X0","李顆","이과","전의(全義)",1475,1507,"silver"
"G002+AKS-KHF_13C720C138CE68D1511X0","柳世琛","유세침","진주(晉州[移])",,1511,"silver"
"G002+AKS-KHF_13AE40D55CB85CU9999X0","金漢老","김한노","연안(延安)",,,"silver"
"G002+AKS-KHF_13C2ECAD11BCF4U9999X0","沈光輔","심광보","풍산(豊山)",,,"silver"
"G002+AKS-KHF_12C724D1B5FFFFU9999X0","尹統","윤통","평산(平山)",,,"plastic"
"G002+AKS-KHF_12C774AD00FFFFU9999X2","李寬","이관","전의(全義)",,,"silver"
"G002+AKS-KHF_13CD5CCC3DC190U9999X0","崔昌孫","최창손","해주(海州)",,,"silver"
"G002+AKS-KHF_13D64DC2E0C720B1722X0","洪愼猷","홍신유","남양(南陽[唐])",1722,,"plastic"
"G002+AKS-KHF_13C774D604C911B1708X0","李顯重","이현중","한산(韓山)",1708,1764,"silver"
"G002+AKS-KHF_13C724D6A8BE59U9999X0","尹孝聘","윤효빙","파평(坡平)",,,"silver"
"G002+AKS-KHF_12C774C804FFFFB1454X0","李㙉","이전","연안(延安)",1454,,"silver"
"G002+AKS-KHF_13C131C548C911U9999X0","成安重","성안중","창녕(昌寧)",,,"silver"
"G002+AKS-KHF_13CD5CC219C0DDB1457X0","崔淑生","최숙생","경주(慶州)",1457,1520,"silver"
"G002+AKS-KHF_13C131C815C9C4B1738X0","成鼎鎭","성정진","창녕(昌寧)",1738,,"silver"
"G002+AKS-KHF_12C774ACE4FFFFB1462X0","李坤","이곤","연안(延安)",1462,1524,"silver"
"G002+AKS-KHF_12C815AD11FFFFU9999X0","鄭侊","정광","해주(海州)",,,"silver"
"G002+AKS-KHF_12C870C21CFFFFB1467X0","趙舜","조순","함안(咸安)",1467,1529,"silver"
"G002+AKS-KHF_13C774C219C778U9999X1","李叔仁","이숙인","안성(安城)",,,"silver"
"G002+AKS-KHF_13ACE0C138CC3DU9999X0","高世昌","고세창","제주(濟州)",,,"silver"
"G002+AKS-KHF_13D64DC5B8CDA9B1473X0","洪彦忠","홍언충","부계(缶溪)",1473,1508,"silver"
"G002+AKS-KHF_13C815C0ACAC78U9999X0","鄭士傑","정사걸","동래(東萊)",,,"silver"
"G002+AKS-KHF_13AE40C0ACC9C0U9999X0","金四知","김사지","언양(彦陽)",,,"silver"
"G002+AKS-KHF_13C724C740BCF4B1468X0","尹殷輔","윤은보","해평(海平)",1468,1544,"silver"
"G002+AKS-KHF_13C870C138B2F9U9999X0","曺世唐","조세당","창녕(昌寧)",,,"silver"
"G002+AKS-KHF_12CD5CC21CFFFFU9999X0","崔珣","최순","전주(全州)",,,"silver"
"G002+AKS-KHF_13C720D76CCCA0B1453X0","柳希轍","유희철","문화(文化)",1453,,"silver"
"G002+AKS-KHF_12CC44C7ACFFFFU9999X0","蔡載","채재","인천(仁川)",,,"silver"
"G002+AKS-KHF_13C774C81CD615B1712X0","李齊亨","이제형","전주(全州)",1712,,"silver"
"G002+AKS-KHF_13C548D33DC218U9999X0","安彭壽","안팽수","죽산(竹山[舊])",,,"silver"
"G002+AKS-KHF_12C548AD6CFFFFB1458X0","安覯","안구","광주(廣州)",1458,1522,"silver"
"G002+AKS-KHF_12AC15C9D5FFFFB1466X0","姜澂","강징","진주(晉州)",1466,1536,"silver"
"G002+AKS-KHF_13AE40C138C601U9999X1","金世英","김세영","청풍(淸風)",,,"silver"
"G002+AKS-KHF_13C548C885C190U9999X0","安終孫","안종손","공산(公山)",,,"silver"
"G002+AKS-KHF_13AE40ADF9D654B1606X0","金克和","김극화","의성(義城)",1606,,"silver"
"G002+AKS-KHF_13AE40ADFCC0ACB1466X0","金謹思","김근사","연안(延安)",1466,1539,"silver"
"G002+AKS-KHF_12D64DC218FFFFU9999X0","洪修","홍수","풍산(豊山)",,,"silver"
"G002+AKS-KHF_13ACBDC138CC3DU9999X0","慶世昌","경세창","청주(淸州)",,,"silver"
"G002+AKS-KHF_13C190C138C639B1464X0","孫世雍","손세옹","밀양(密陽)",1464,1526,"silver"
"G002+AKS-KHF_13C724C138B9BCU9999X0","尹世霖","윤세임","파평(坡平)",,,"silver"
"G002+AKS-KHF_12C774C790FFFFB1466X0","李滋","이자","광주(廣州)",1466,1499,"silver"
"G002+AKS-KHF_13AE40C758C815U9999X0","金義精","김의정","영광(靈光)",,,"plastic"
"G002+AKS-KHF_13D55CC138D658B1470X0","韓世桓","한세환","청주(淸州)",1470,1522,"silver"
"G002+AKS-KHF_12C724C6D0FFFFU9999X0","尹源","윤원","무송(茂松)",,,"silver"
"G002+AKS-KHF_13C724C7ACBA85B1722X0","尹在明","윤재명","파평(坡平)",1722,,"silver"
"G002+AKS-KHF_13C774C0ACACF5B1468X0","李思恭","이사공","전의(全義)",1468,1512,"silver"
"G002+AKS-KHF_13C1A1D76CBB38U9999X0","宋希文","송희문","연안(延安)",,,"silver"
"G002+AKS-KHF_13C131C911C628U9999X0","成仲溫","성중온","창녕(昌寧)",,,"silver"
"G002+AKS-KHF_13C774C131B3D9U9999X0","李成童","이성동","인천(仁川)",,,"silver"
"G002+AKS-KHF_13C720D76CC800B1460X0","柳希渚","유희저","문화(文化)",1460,,"silver"
"G002+AKS-KHF_12D558C625FFFFU9999X0","河沃","하옥","진양(晉陽)",,,"silver"
"G002+AKS-KHF_13AE40CC9CB839B1469X0","金千齡","김천영","경주(慶州)",1469,1503,"silver"
"G002+AKS-KHF_12AE40C2B5FFFFU9999X0","金熠","김습","경주(慶州)",,,"silver"
"G002+AKS-KHF_13C131D76CCCA0U9999X0","成希哲","성희철","창녕(昌寧)",,,"silver"
"G002+AKS-KHF_13C774C720B155D1504X0","李幼寧","이유영","전주(全州)",,1504,"silver"
"G002+AKS-KHF_12C2ECC815FFFFB1471X0","沈貞","심정","풍산(豊山)",1471,1531,"silver"
"G002+AKS-KHF_12BC15C5F4FFFFB1464X0","朴說","박열","밀양(密陽)",1464,1517,"silver"
"G002+AKS-KHF_12D64DC219FFFFB1464X0","洪淑","홍숙","남양(南陽[土])",1464,1538,"silver"
"G002+AKS-KHF_12C624C900FFFFU9999X0","吳準","오준","연일(延日)",,,"silver"
"G002+AKS-KHF_13C870C6D0AE30B1457X0","趙元紀","조원기","한양(漢陽)",1457,1533,"silver"
"G002+AKS-KHF_13AE40C778B839B1462X0","金引齡","김인영","경주(慶州)",1462,1504,"silver"
"G002+AKS-KHF_13C774C22DB85CU9999X0","李崇老","이숭노","합천(陜川)",,,"silver"
"G002+AKS-KHF_12BC15C740FFFFB1479X0","朴誾","박은","고령(高靈)",1479,1504,"silver"
"G002+AKS-KHF_13AE40C138D544B1473X0","金世弼","김세필","경주(慶州)",1473,1533,"silver"
"G002+AKS-KHF_12BB38ADFCFFFFB1471X0","文瑾","문근","감천(甘泉)",1471,,"silver"
"G002+AKS-KHF_13C720C0ACACBDU9999X0","柳思敬","유사경","문화(文化)",,,"silver"
"G002+AKS-KHF_12AE40C9C0FFFFU9999X0","金祉","김지","광산(光山)",,,"silver"
"G002+AKS-KHF_13C720C778ADC0B1463X0","柳仁貴","유인귀","진주(晉州[土])",1463,1531,"silver"
"G002+AKS-KHF_12AE40ACE4FFFFU9999X0","金琨","김곤","안산(安山)",,,"silver"
"G002+AKS-KHF_13C774C6B4BE44U9999X0","李云秠","이운비","성주(星州)",,,"silver"
