id1,namehg1,namehj1,year,prevdegreehg,prevdegreehj,source,courtesynamehg,courtesynamehj,ancestralseathg,choronymhg,ancestralseathj,choronymhj,addresshg,addresshj,pennamehg,pennamehj,posthumoustitlehg,posthumoustitlehj,error
2637,김홍,金洪,1531,생원,生員,"MTP NL ; MRCP 8-15B, 10-42B; CWSR 1101, 1810, 2224",치천,稚川,의성,의성 김,義城,義城 金,,,,,,,
2638,노한문,盧漢文,1531,생원,生員,MTPB 225A 4A; PSTP 28-013A,사욱,士郁,광주,광주 노,光州,光州 盧,경,京,,,,,
2639,오세우,吳世佑,1531,전감역,前監役,"MTPB 108B 4B; PSTP 13-089B, 45-034B; MRCP 2-39A",군경,君卿,보성,보성 오,寶城,寶城 吳,경,京,,,,,
2640,임호신,任虎臣,1531,생원,生員,"MTPB 149A 3C; PSTP 38-014B; MRCP 7-49A, 9-48A; CWSR 1600, 1812; CWS 20-354下B",무백,武伯,풍천,풍천 임,豊川,豊川 任,경,京,지족암,知足菴,정간,貞簡,
2641,임정,任楨,1531,유학,幼學,"MTPB 149A 3B; PSTP 38-017A; MRCP 4-70A, 6-79A; CWSR 1804",백간,伯幹,풍천,풍천 임,豊川,豊川 任,경,京,,,,,
2642,한구,韓鉤,1531,진사,進士,"MTPB 093B 4B; PSTP 31-012B; MRCP 9-42A, 10-40A; CWSR 2971, 3001, 4193",희직,希直,청주,청주 한,淸州,淸州 韓,경,京,,,,,
2643,홍섬,洪暹,1531,생원,生員,"MTPB 034B 1A; PSTP 29-002B, 31-006B, 33-053A; MRCP 7-1B, 8-40B, 9-26A; CWSR 3997, 4429, 4453, 6879; CWS 25-540上A",퇴지,退之,남양,남양 홍,南陽,南陽 洪,경,京,"인재(忍齋), 눌암",訥菴,경헌,景憲,
2644,윤세침,尹世,1531,생원,生員,"MTPA 255B 3CP; MRCP 8-97B; CWSR 0119, 1776",신중,信仲,파평,파평 윤,坡平,坡平 尹,경,京,,,,,
2645,유세화,柳世華,1531,진사,進士,MTP NL ; PSTP 34-076A,백실,伯實,전주,전주 유,全州,全州 柳,전주,全州,,,,,
2646,유지선,柳智善,1531,생원,生員,MTPB 010A 4B; PSTP 28-021B; MRCP 2-88B,붕중,朋仲,문화,문화 유,文化,文化 柳,포천(抱川),墓在 抱川,,,,,
2647,김언거,金彦,1531,진사,進士,MTP NL ; MRCP 6-47A,"계진(季珍), 중헌",仲獻,광산,광산 김,光山,光山 金,광주(光州),墓在 昌平,"풍영정(風詠亭), 칠계(漆溪), 청원정",淸遠亭,,,
2648,이팽수,李彭壽,1531,생원,生員,MTP NL ; PSTP 11-001A; MRCP 7-83B; CWSR 5024,대수,大壽,덕수,덕수 이,德水,德水 李,경,京,,,안로,安老,
2649,안여지,安汝止,1531,생원,生員,MTP NL ; MRCP 7-63A,지지,止止,죽산,죽산 안,竹山,竹山 安,나주(羅州),墓在 羅州,,,,,
2650,윤행,尹行,1531,유학,幼學,"MTP NL ; PSTP 23-085A; MRCP 7-34A, 9-71B; CWSR 2319",대용,大用,해남,해남 윤,海南,海南 尹,,,,,,,
2651,박세무,朴世茂,1531,생원,生員,"MTPA 221A 4C; MRCP 3-22A, 5-76B; CWSR 1939",경번,景蕃,함양,함양 박,咸陽,咸陽 朴,경,京,소요당,逍遙堂,,,
2652,유신동,柳辰仝,1531,진사,進士,"MTPB 013A 1A; PSTP 23-070A, 29-003B; MRCP 3-58A, 7-75B, 8-69B; CWSR 2005, 2126; CWS 20-581上A",숙춘,叔春,진주,진주 유,晋州,晋州 柳,경,京,죽당,竹堂,,,
2653,경수공,慶秀恭,1531,진사,進士,"MTPB 238A 4A; PSTP 46-054B; MRCP 2-94B, 10-78B; CWSR 4495",겸중,謙仲,청주,청주 경,淸州,淸州 慶,경,京,,,,,
2654,선헌,宣憲,1531,생원,生員,MTP NL ; PSTP 05-086B; MRCP 7-60A; CWSR 5360,숙도,叔度,보성,보성 선,寶城,寶城 宣,통진(通津),墓在 通津,,,,,
2655,김언겸,金彦謙,1531,생원,生員,MTP NL ; PSTP 18-029A,무업,茂業,김해,김해 김,金海,金海 金,경,京,,,,,
2656,이여,李,1531,생원,生員,MTPA 091A 1B; PSTP 13-001AP; MRCP 4-42B; CWS 19-035上A,긍확,肯穫,한산,한산 이,韓山,韓山 李,진천,鎭川,송애,松崖,,,
2657,장응선,張應旋,1531,유학,幼學,MTPB 141B 4CP; PSTP 42-049B,중기,仲紀,흥덕,흥덕 장,興德,興德 張,예천,醴泉,,,,,
2658,김윤제,金允悌,1531,진사,進士,MTP NL,공로,恭老,광산,광산 김,光山,光山 金,광주(光州),墓在 光州,사촌,沙村,,,
2659,정대년,鄭大年,1532,생원,生員,"MTPA 228B 3B; PSTP 03-053B, 19-004A; MRCP 9-92A, 10-90A; CWSR 2044, 2151, 2604, 5027, 7043; CWS 25-478下B",경로,景老,동래,동래 정,東萊,東萊 鄭,경,京,사암,思菴,충정,忠正,
2660,황박,黃博,1532,진사,進士,"MTPB 209B 3DP; PSTP 13-070B, 41-038B; MRCP 8-100A, 9-96A; CWSR 1753, 3601, 4024; SSW 652",중약,仲約,장수,장수 황,長水,長水 黃,경,京,,,,,
2661,권찬,權纘,1532,생원,生員,"MTPB 054B 4D; PSTP 23-001A, 30-061A; MRCP 3-81A, 9-16B; CWSR 2499, 6771; CWS 20-568下B",계조,繼祖,안동,안동 권,安東,安東 權,함창(咸昌),墓在 咸昌,기정,岐亭,,,
2662,송세형,宋世珩,1532,진사,進士,MTPB 180B 2D; CWSR 5998; CWS 20-126下A,헌숙,獻叔,여산,여산 송,礪山,礪山 宋,태인,泰仁,반곡,盤谷,,,
2663,민은,閔誾,1532,진사,進士,MTP NL,화중,和仲,여흥,여흥 민,驪興,驪興 閔,부평,富平,,,,,
2664,이현당,李賢,1532,진사,進士,"MTPA 020B 1A; PSTP 03-005A; MRCP 8-34A, 10-47B; CWSR 0556, 2171, 3087, 3470",언직,彦直,전주,전주 이,全州,全州 李,경,京,,,,,
2665,오겸,吳謙,1532,남평현감,南平縣監,"MTPB 109A 2C; PSTP 45-035A; MRCP 7-44A, 10-85A; CWSR 0167, 3004, 6103",경부,敬夫,나주,나주 오,羅州,羅州 吳,경,京,국재,菊齋,정간,貞簡,
2666,이장,李璋,1532,진사,進士,"MTPA 001B 3B; PSTP 01-013B, 42-070A; MRCP 3-86A, 7-58B, 7-67A, 9-49B; CWSR 0135, 1997",군헌,君獻,전주,전주 이,全州,全州 李,경,京,,,,,
2667,강응태,姜應台,1532,유학,幼學,MTPB 115A 3A,대림,大臨,진주,진주 강,晋州,晋州 姜,진주(晋州),墓在 晋州,성재,誠齋,,,
2668,이원손,李元孫,1532,진사,進士,"MTPA 085A 3A; PSTP 12-006A; MRCP 6-79A, 7-73A, 9-58B; CWSR 1399, 1804",자장,子長,전의,전의 이,全義,全義 李,경,京,무하옹,無何翁,,,
2669,박종린,朴從麟,1532,진사,進士,"MTPA 221A 3D; MRCP 4-49A, 10-59B",자룡,子龍,함양,함양 박,咸陽,咸陽 朴,함창,咸昌,,,,,
2670,이안충,李安忠,1532,생원,生員,"MTPA 085A 2A; PSTP 12-005B; MRCP 9-58A, 9-81A; CWSR 3845",언국,彦國,전의,전의 이,全義,全義 李,경,京,,,,,
2671,윤취,尹就,1532,생원,生員,MTP NC,덕임,德任,남원,남원 윤,南原,南原 尹,청주(淸州),墓在 淸州,,,,,
2672,이현충,李顯忠,1533,진사,進士,MTPA 012B 3A; PSTP 02-022B; MRCP 3-32B; CWSR 0891,중공,仲貢,전주,전주 이,全州,全州 李,경,京,,,,,
2673,민구,閔球,1533,생원,生員,MTPB 142B 3D; MRCP 8-8B; CWSR 3791,중명,仲鳴,여흥,여흥 민,驪興,驪興 閔,경,京,,,,,
2674,윤원형,尹元衡,1533,생원,生員,"MTPA 255B 4D; PSTP 22-080A; MRCP 9-61B, 10-57B; CWSR 0352, 4019, 5461, 6455; CWS 21-050下B",언평,彦平,파평,파평 윤,坡平,坡平 尹,경,京,,,,,
2675,정언각,鄭彦慤,1533,생원,生員,"MTPA 245A 2A; PSTP 20-023A; MRCP 7-70A, 9-3B; CWSR 0672, 1923, 2005, 2614, 2649, 3966; CWS 20-356下B",근부,謹夫,해주,해주 정,海州,海州 鄭,,,,,,,
2676,임설,任說,1533,생원,生員,"MTPB 149A 3B; PSTP 38-004A; MRCP 3-64B, 5-59B; CWSR 2186, 2740, 3058, 4021, 6751; CWS 25-607下A",군우,君遇,풍천,풍천 임,豊川,豊川 任,경,京,죽애,竹崖,문정,文靖,
2677,경혼,慶渾,1533,진사,進士,"MTPB 238B 1A; PSTP 46-056A; MRCP 7-47A, 10-80A; CWSR 0167, 3438",언회,彦晦,청주,청주 경,淸州,淸州 慶,여주,驪州,,,,,
2678,이도남,李圖南,1533,생원,生員,MTP NL,대붕,大鵬,합천,합천 이,陜川,陜川 李,단양,丹陽,,,,,
2679,한주,韓澍,1533,생원,生員,"MTPB 103A 1A; PSTP 31-078B; MRCP 4-27B, 8-5B; CWSR 1560+, 5022",시중,時仲,당진,당진 한,唐津,唐津 韓,경,京,,,,,
2680,이세구,李世球,1533,진사,進士,"MTP NL ; CWSR 0689, 0896",공서,公瑞,합천,합천 이,陜川,陜川 李,양주(楊州),墓在 楊州,,,,,
2681,김기,金祺,1533,생원,生員,"MTPA 179A 1D; PSTP 17-009A; MRCP 9-61B, 9-67B; CWSR 4016, 5050",자수,子綏,연안,연안 김,延安,延安 金,경,京,,,,,
2682,원계검,元繼儉,1533,진사,進士,"MTPB 202B 2A; PSTP 37-045A; MRCP 10-12B; CWSR 1399+, 2983, 3412, 3842",사례,士禮,원주,원주 원,原州,原州 元,경,京,,,,,
2683,남궁숙,南宮淑,1533,생원,生員,"MTPB 248B 1C; PSTP 03-004A; MRCP 3-20B, 5-90A, 6-7A; CWSR 0440, 2034, 3058; CWS 20-167下A",숙부,淑夫,함열,함열 남,咸悅,咸悅 南,,,,,,,
2684,박붕린,朴鵬鱗,1533,생원,生員,MTPA 221A 3DP; MRCP 4-49A,능운,凌雲,함양,함양 박,咸陽,咸陽 朴,함창,咸昌,,,,,
2685,이희손,李希孫,1533,진사,進士,"MTPA 020A 4A; PSTP 03-002A; MRCP 3-6B, 8-24B; CWSR 1997, 3081, 4700",공망,公望,전주,전주 이,全州,全州 李,경,京,,,,,
2686,김희성,金希聖,1534,유학,幼學,MTPA 203B 1C,언명,彦明,덕수,덕수 김,德水,德水 金,,,,,,,
2687,정응두,丁應斗,1534,진사,進士,"MTPB 232A 3B; PSTP 45-066A, 46-004A; MRCP 8-66A, 9-6A; CWSR 2589",추경,樞卿,나주,나주 정,羅州,羅州 丁,경,京,,,충정,忠靖,
2688,김삼택,金三宅,1534,진사,進士,MTPS 112B 2B,태재,太宰,영암,영암 김,靈巖,靈巖 金,장흥,長興,,,,,
2689,이황,李滉,1534,진사,進士,"MTPA 131A 2C; PSTP 40-031B; MRCP 2-12A, 8-85B; CWS 21-222下B",경호,景浩,진보,진보 이,眞寶,眞寶 李,예안,禮安,"퇴계(退溪), 도산",陶山,문순,文純,
2690,안충달,安忠達,1534,생원,生員,MTP NL ; PSTP 32-027A,효언,孝彦,죽산,죽산 안,竹山,竹山 安,광주,光州,하곡,荷谷,,,
2691,권철,權轍,1534,진사,進士,"MTPB 055A 3A; PSTP 30-013B; MRCP 5-70B, 9-34A; CWS 25-478下A",경유,景由,안동,안동 권,安東,安東 權,경,京,,,강정,康定,
2692,정희등,鄭希登,1534,진사,進士,"MTPA 228B 4B; PSTP 19-005B; MRCP 7-60A, 8-77B, 9-52A; CWSR 2047, 2991, 4115",원룡,元龍,동래,동래 정,東萊,東萊 鄭,경,京,,,,,
2693,현진,玄璡,1534,유학,幼學,"MTP NL ; MRCP 9-2A, 10-17A; CWSR 0626, 2490, 3800",중온,仲,창원,창원 현,昌原,昌原 玄,괴산,槐山,,,,,
2694,김협,金浹,1534,유학,幼學,MTP NL,인경,仁卿,광산,광산 김,光山,光山 金,장흥(長興),墓在 長興,,,,,
2695,이춘령,李春齡,1534,진사,進士,MTPA 128A 4A; PSTP 19-001B; MRCP 4-4B,대년,大年,함평,함평 이,咸平,咸平 李,,,초재,草齋,,,
2696,박자영,朴自英,1534,유학,幼學,MTPA 224B 3BP; PSTP 26-056A; MRCP 8-83B,국화,國華,고령,고령 박,高靈,高靈 朴,,墓在 橫城,,,,,
2697,이윤경,李潤慶,1534,진사,進士,"MTPA 099B 1A; PSTP 13-049A, 34-094B; MRCP 7-61A, 10-74A; CWSR 1778, 2836, 3071, 3268, 3574; CWS 20-626下B",중길,重吉,광주,광주 이,廣州,廣州 李,경,京,숭덕재,崇德齋,정헌,正獻,
2698,윤침,尹沈,1534,진사,進士,"MTPA 281A 3D; MRCP 5-73B, 10-23A; CWSR 3284",태함,太涵,무송,무송 윤,茂松,茂松 尹,경,京,,,,,
2699,이세장,李世璋,1534,진사,進士,"MTPA 064B 2C; PSTP 08-071B; MRCP 9-32A, 10-16A; CWSR 2751, 3076, 5036, 5946",도성,道盛,전주,전주 이,全州,全州 李,,墓在 通津,"금강(錦江), 어수",漁,,,
2700,남궁효,南宮孝,1534,진사,進士,"MTPB 248A 4D; PSTP 30-007B; MRCP 5-69A, 5-89B; CWSR 0671, 1922, 2647, 3056",사종,思宗,함열,함열 남,咸悅,咸悅 南,경,京,,,,,
2701,송기수,宋麒壽,1534,진사,進士,"MTPB 183B 3C; PSTP 45-077A; MRCP 8-66A, 9-73B; CWSR 0466, 2051, 2589, 3603+, 3860, 4417, 5079; CWS 21-370上A",태수,台,은진,은진 송,恩津,恩津 宋,경,京,"추파(秋坡), 눌옹",訥翁,,,
2702,주량우,朱良佑,1534,진사,進士,MTPB 246A 3A; MRCP 8-88A; CWSR 0955,여익,汝翼,웅천,웅천 주,熊川,熊川 朱,경,京,,,,,
2703,이중량,李仲樑,1534,진사,進士,MTPA 148A 3C; MRCP 9-53B,공간,公幹,영천,영천 이,永川,永川 李,예안(禮安) 경,京,하연,賀淵,,,
2704,장응량,張應樑,1534,유학,幼學,MTPB 141B 4C; PSTP 42-049B; MRCP 6-92B,창수,昌秀,흥덕,흥덕 장,興德,興德 張,남원(南原),墓在 南原,,,,,
2705,여대방,呂大防,1534,진사,進士,MTP NL ; MRCP 3-34A; CWSR 5241f,덕한,德閑,여산,여산 여,礪山,礪山 呂,여산,礪山,,,,,
2706,고종필,高宗弼,1534,훈도,訓導,"MTPB 241B 4D; PSTP 39-102A, 39-116B",상경,商卿,개성,개성 고,開城,開城 高,연안(延安),墓在 延白,,,,,
2707,유수,柳洙,1534,유학,幼學,MTPB 022A 4A; MRCP 5-8B,중소,仲,서산,서산 유,瑞山,瑞山 柳,,,보천,川,,,
2708,이경장,李敬長,1534,부사직,副司直,"MTPA 072A 2D; PSTP 10-001A, 32-009B; MRCP 7-68A, 7-98B; CWSR 2333, 2941, 3273, 4572",흠중,欽仲,연안,연안 이,延安,延安 李,,,역헌,軒,,,
2709,조덕수,趙德壽,1534,진사,進士,"MTPB 067B 1A; PSTP 24-002AP; MRCP 4-22B, 5-67A",인지,仁之,풍양,풍양 조,豊壤,豊壤 趙,경,京,,,,,
2710,김우필,金禹弼,1534,교수,敎授,MTP NL,하경,夏卿,, 김,, 金,,,,,,,
2711,전여림,田汝霖,1534,진사,進士,MTPS 300B 3B; PSTP 46-049B,사설,士說,남양,남양 전,南陽,南陽 田,남양,南陽,,,,,
2712,이준인,李遵仁,1534,진사,進士,MTPA 103A 2D; PSTP 13-068A; MRCP 10-102B; CWSR 3582,안경,安卿,광주,광주 이,廣州,廣州 李,경,京,,,,,
2713,이숙종,李淑琮,1534,진사,進士,"MTP NL ; MRCP 2-53A, 4-73B",가헌,可獻,영천,영천 이,永川,永川 李,용인,龍仁,,,,,
2714,이준령,李峻齡,1534,진사,進士,MTP NL,천로,天老,광주,광주 이,廣州,廣州 李,영광,靈光,,,,,
2715,나사선,羅士,1534,진사,進士,MTPB 224A 1B; CWSR 1361,중묵,仲默,나주,나주 나,羅州,羅州 羅,나주,羅州,,,,,
2716,오상,吳祥,1534,진사,進士,"MTPB 106B 4B; PSTP 34-027A, 45-027A; MRCP 2-88B, 10-11B; CWS 21-258下A, 25-433上A",상지,祥之,해주,해주 오,海州,海州 吳,경,京,부훤당,負暄堂,,,
2717,함헌,咸軒,1534,생원,生員,MTPS 332B 4B,가중,可中,강릉,강릉 함,江陵,江陵 咸,강릉,江陵,,,,,
2718,김충준,金忠俊,1534,유학,幼學,"MTPA 177A 3DP; CWSR 0981, 3052, 4008",국필,國弼,강릉,강릉 김,江陵,江陵 金,,,,,,,
2719,김인,金忍,1534,유학,幼學,MTPS 102B 3CP,언함,彦涵,개성,개성 김,開城,開城 金,,,,,,,
2720,이출,李,1535,생원,生員,"MTPA 091A 2B; MRCP 2-23B, 10-24A; CWSR 0073, 0426, 0888, 3981, 4449, 4740",향선,享仙,한산,한산 이,韓山,韓山 李,경,京,,,,,
2721,홍춘년,洪春年,1535,진사,進士,"MTPB 023B 3D; PSTP 33-002B; MRCP 2-56B, 7-13A, 10-16B; CWSR 4408",화중,和仲,남양,남양 홍,南陽,南陽 洪,경(京),墓在 楊州,치암,癡巖,,,
2722,안홍,安鴻,1535,유학,幼學,MTP NC ; CWSR 6150,자점,子漸,충주,충주 안,忠州,忠州 安,,,,,,,
2723,이발,李拔,1535,진사,進士,"MTPA 010A 4AP; MRCP 7-42A, 9-33A; CWSR 0555, 0628, 1930+, 2511, 4336",군수,君秀,전주,전주 이,全州,全州 李,경,京,,,,,
2724,이승효,李承孝,1535,생원,生員,"MTPA 085A 2B; PSTP 12-005A; MRCP 3-38B, 9-58A",자술,子述,전의,전의 이,全義,全義 李,전주,全州,사겸당,思謙堂,,,
2725,김오,金鰲,1535,진사,進士,MTP NL,낭선,浪仙,청도,청도 김,淸道,淸道 金,면천,沔川,,,,,
2726,임형수,林亨秀,1535,생원,生員,"MTPB 218A 1C; MRCP 2-99A, 6-74B; CWSR 0668, 3908",사수,士遂,평택,평택 임,平澤,平澤 林,경,京,금호,錦湖,,,
2727,조언수,趙彦秀,1535,진사,進士,"MTPB 079A 2A; PSTP 24-047B; MRCP 2-81B, 8-76B; CWSR 2980, 3402, 4880, 5044; CWS 21-313下B, 25-450下A",백고,伯高,양주,양주 조,楊州,楊州 趙,경,京,신선당,信善堂,정간,貞簡,
2728,이탁,李鐸,1535,진사,進士,"MTPA 085A 2A; PSTP 12-004B, 13-070B; MRCP 8-99B, 9-57B; CWSR 1826; CWS 21-336上A, 25-465上B",선명,善鳴,전의,전의 이,全義,全義 李,경,京,약봉,藥峯,정숙,貞肅,
2729,유경인,柳敬仁,1535,생원,生員,"MTPB 010A 4CP; PSTP 04-030A, 28-019B; MRCP 6-45B, 9-90A; CWSR 1352, 3371, 3921",안중,安仲,문화,문화 유,文化,文化 柳,경(京),墓在 抱川,,,,,
2730,나윤명,羅允明,1535,유학,幼學,"MTPB 223B 3D; MRCP 2-99A, 7-90A; CWSR 0668, 4523, 5058",회원,晦元,나주,나주 나,羅州,羅州 羅,,,,,,,
2731,이을규,李乙奎,1535,진사,進士,MTPS 014A 2B; PSTP 09-052A,문경,文卿,경주,경주 이,慶州,慶州 李,경(京),墓在 慶州,호계,虎溪,,,
2732,김세량,金世良,1535,생원,生員,MTP NL,언숙,彦叔,경주,경주 김,慶州,慶州 金,경주,慶州,,,,,
2733,남응룡,南應龍,1535,진사,進士,"MTPB 153A 2C; PSTP 37-003B; MRCP 7-62A, 8-61A; CWSR 2753",경림,景霖,의녕,의녕 남,宜寧,宜寧 南,경,京,이악당,二樂堂,,,
2734,남응운,南應雲,1535,진사,進士,"MTPB 153A 1C; PSTP 37-002B; MRCP 8-61A, 9-67A; CWSR 2752; CWS 21-436上A",치원,致遠,의녕,의녕 남,宜寧,宜寧 南,경,京,국창,菊窓,,,
2735,민전,閔,1535,생원,生員,"MTPB 142B 3D; MRCP 6-79A, 8-59B; CWSR 1101, 1810, 3071, 5254",정방,廷芳,여흥,여흥 민,驪興,驪興 閔,경(京),墓在 驪州,,,,,
2736,노대축,盧大畜,1535,생원,生員,MTP NC,이수,,영광,영광 노,靈光,靈光 盧,영광,靈光,,,,,
2737,이약해,李若海,1535,진사,進士,MTPA 099B 1A; MRCP 10-74B,경용,景容,광주,광주 이,廣州,廣州 李,,墓在 恩津,수암,首巖,,,
2738,진복창,陳復昌,1535,진사,進士,"MTP NL ; MRCP 6-38B, 10-8B",수초,遂初,여양,여양 진,驪陽,驪陽 陳,풍덕(豊德),墓在 豊德,양곡,洋谷,,,
2739,김자양,金自陽,1535,유학,幼學,MTP NL ; MRCP 9-4A; CWSR 2842,강중,剛仲,개성,개성 김,開城,開城 金,개성,開城,,,,,
2740,김충정,金忠貞,1535,생원,生員,"MTPA 177A 3D; PSTP 18-010B; CWSR 2033, 3051",국좌,國佐,강릉,강릉 김,江陵,江陵 金,경(京),墓在 連川,,,,,
2741,이정,李楨,1536,유학,幼學,MTPA 150A 2C; MRCP 8-1B?; CWS 25-427下A,강이,剛而,사천,사천 이,泗川,泗川 李,"진주(晋州), 사천",泗川,구암,龜巖,,,
2742,이거,李,1536,진사,進士,"MTPA 143B 2A; MRCP 9-52B, 10-10B; CWSR 2979",광보,光寶,예안,예안 이,禮安,禮安 李,경,京,송주,松州,,,
2743,윤고,尹,1536,생원,生員,MTP NC,군요,君曜,현풍,현풍 윤,玄風,玄風 尹,경,京,,,,,
2744,김수옹,金守雍,1536,유학,幼學,"MTPS 051A 4B; PSTP 24-040A; MRCP 8-28B, 10-33A",경화,景和,경주,경주 김,慶州,慶州 金,고령,高靈,기재,棄齋,,,
2745,최희맹,崔希孟,1536,생원,生員,"MTPB 002A 2BP; PSTP 28-012B, 39-054B; MRCP 2-90B, 7-20A, 7-64B; CWSR 1052, 1602, 1629, 1707",양호,養浩,전주,전주 최,全州,全州 崔,경,京,,,,,
2746,황열,黃悅,1536,유학,幼學,"MTPB 209B 3D; PSTP 41-038A; MRCP 9-96B, 9-100B; CWSR 1807",중흡,仲洽,장수,장수 황,長水,長水 黃,,,정관,靜觀,,,
2747,이무강,李無疆,1536,진사,進士,"MTP NL ; MRCP 7-29B, 7-40B, 9-52B",경휴,景休,양성,양성 이,陽城,陽城 李,경,京,,,,,
2748,허경,許坰,1536,유학,幼學,"MTPB 136A 1DP; MRCP 7-46B, 9-24A; CWSR 0966, 3372, 3917, 3921",중원,仲遠,양천,양천 허,陽川,陽川 許,,,,,,,
2749,윤인서,尹仁恕,1536,유학,幼學,"MTP NL ; PSTP 22-011A; MRCP 10-11B; CWSR 2850, 3619, 3847, 3998+, 5362",사추,士推,파평,파평 윤,坡平,坡平 尹,,,타괴,打乖,,,
2750,오몽량,吳夢樑,1536,유학,幼學,"MTPB 108B 3D; MRCP 6-64A, 10-8A, 10-68B; CWSR 2850, 2954",중상,仲祥,보성,보성 오,寶城,寶城 吳,경,京,,,,,
2751,정황,丁,1536,유학,幼學,"MTPB 234A 1B; PSTP 45-075B; MRCP 7-64A, 9-38A; CWSR 0428, 1031, 2125",계회,季晦,창원,창원 정,昌原,昌原 丁,,,유헌,游軒,충간,忠簡,
2752,윤현,尹鉉,1537,생원,生員,"MTPA 256A 2A; PSTP 22-032A; MRCP 9-66A, 10-18A; CWSR 0689, 0896, 2113, 2331, 3062, 4185, 5067, 6731f; CWS 21-354上B, 25-477下A",자용,子用,파평,파평 윤,坡平,坡平 尹,경(京),墓在 開城,국간,菊磵,충간,忠簡,
2753,백인영,白仁英,1537,생원,生員,MTPB 239A 1A; PSTP 40-056A; MRCP 7-15A,언화,彦華,수원,수원 백,水原,水原 白,경(京),墓在 抱川,,,,,
2754,한세진,韓世珍,1537,진사,進士,MTP NC ; PSTP 31-078B,군헌,君獻,보녕,보녕 한,保寧,保寧 韓,개성,開城,,,,,
2755,안공신,安公信,1537,생원,生員,"MTPB 132B 2AP; PSTP 32-007B; MRCP 7-95A, 9-50B, 9-100A; CWSR 0730, 4108",대보,大寶,순흥,순흥 안,順興,順興 安,,,매담,梅潭,,,
2756,권륜,權綸,1537,생원,生員,MTP NL ; MRCP 8-100B,윤언,允言,안동,안동 권,安東,安東 權,경(京),墓在 坡州,,,,,
2757,이영성,李永成,1537,진사,進士,MTPA 115A 1A; PSTP 13-069B; MRCP 8-18A,원기,遠期,용인,용인 이,龍仁,龍仁 李,경,京,농서,西,,,
2758,김란상,金鸞祥,1537,생원,生員,"MTPA 194A 4A; MRCP 5-54B, 7-52B; CWS 25-421上B",계응,季膺,청도,청도 김,淸道,淸道 金,경,京,병산,山,,,
2759,이진,李震,1537,생원,生員,"MTPA 147B 4A; PSTP 03-004A; MRCP 7-59A, 8-25A, 10-92B; CWSR 1979, 2032, 2497, 2591, 3956, 4638, 6342",중윤,仲胤,함안,함안 이,咸安,咸安 李,경,京,,,,,
2760,최계창,崔繼昌,1537,전연직장,典涓直長,MTP NL,종수,宗,, 최,, 崔,,,,,,,
2761,고몽필,高夢弼,1537,생원,生員,MTPB 241B 4D; PSTP 39-116B,천뇌,天,개성,개성 고,開城,開城 高,연안(延安),墓在 延白,,,,,
2762,이언침,李彦,1537,유학,幼學,"MTPA 079B 3B; MRCP 8-9A, 10-43B; CWSR 0544",중부,仲孚,연안,연안 이,延安,延安 李,,,,,,,
2763,백인걸,白仁傑,1537,생원,生員,"MTPB 238B 4A; PSTP 32-008B, 40-058B; MRCP 7-15A, 7-98B; CWSR 0069, 0745, 2762, 2937, 3108, 5014, 5287, 5312; CWS 25-486下A",사위,士偉,수원,수원 백,水原,水原 白,경(京),墓在 楊州,휴암,休菴,충숙,忠肅,
2764,진연,秦淵,1537,생원,生員,MTP NL ; MRCP 3-36A,사묵,士默,풍기,풍기 진,豊基,豊基 秦,풍기,豊基,,,,,
2765,이문우,李文虞,1537,참봉,奉,MTP NL,중희,仲熙,단양,단양 이,丹陽,丹陽 李,중화,中和,,,,,
2766,박대인,朴大仁,1537,진사,進士,MTPA 227B 2C; MRCP 10-42A,거안,居安,비안,비안 박,比安,比安 朴,선산,善山,,,,,
2767,정유,鄭裕,1537,생원,生員,"MTPA 247B 4D; PSTP 31-006A; MRCP 2-36A, 9-25B; CWS 21-109下A",공작,公綽,온양,온양 정,溫陽,溫陽 鄭,경,京,,,,,
2768,권물,權勿,1537,생원,生員,"MTPB 055A 3B; PSTP 30-003A; MRCP 10-40A; CWSR 2970, 3001, 4191",개지,介之,안동,안동 권,安東,安東 權,경,京,,,,,
2769,남숭,南崧,1537,유학,幼學,MTP NL,백인,伯仁,영양,영양 남,英陽,英陽 南,,,,,,,
2770,김세헌,金世憲,1537,진사,進士,MTP NL ; MRCP 7-70A; CWSR 3871,원중,原中,의성,의성 김,義城,義城 金,,,,,,,
2771,오윤좌,吳允佐,1537,생원,生員,MTP NL,원로,元老,해주,해주 오,海州,海州 吳,홍주,洪州,,,,,
2772,윤우,尹雨,1537,생원,生員,"MTPA 277A 4DP; PSTP 23-066B; MRCP 2-4A, 9-97B; CWSR 0566, 2947",군택,君澤,남원,남원 윤,南原,南原 尹,경,京,,,,,
2773,이의번,李依蕃,1537,진사,進士,MTP NL,창중,昌仲,함평,함평 이,咸平,咸平 李,함평,咸平,,,,,
2774,김명언,金明彦,1537,유학,幼學,MTP NL ; MRCP 7-13B?,사미,士美,개성,개성 김,開城,開城 金,,,,,,,
2775,오전,吳詮,1537,유학,幼學,MTP NL,태화,太和,동복,동복 오,同福,同福 吳,고흥,高興,의재,毅齋,,,
2776,이천계,李天啓,1537,유학,幼學,"MTP NL ; MRCP 9-60A; CWSR 0511, 2147",형백,亨伯,신평,신평 이,新平,新平 李,,,,,,,
